bookID,title,authors,isbn
15824,Will You Miss Me When I'm Gone? The Carter Family and Their Legacy in American Music,Mark Zwonitzer/Charles Hirshberg,074324382X
15826,Bird Songs: Of North America,Les Beletsky/Jon L. Dunn,1932855416
15827,National Geographic Field Guide to the Birds of North America,National Geographic Society/Jon L. Dunn/Jonathan Alderfer,0792253140
15836,Fugitive Pieces,Anne Michaels,0679776591
15846,Theories of Relativity,Barbara Haworth-Attard,0805077901
15852,Relativity: The Special and the General Theory,Albert Einstein/Nigel Calder/Robert W. Lawson,0143039822
15855,Relativity: The Special and the General Theory: The Masterpiece Science Edition,Albert Einstein/Roger Penrose/Robert Geroch/David C. Cassidy,0131862618
15858,Mirror Mirror,Gregory Maguire,0060988657
15859,Unnatural Exposure (Kay Scarpetta  #8),Patricia Cornwell,0425163407
15862,Estado De Miedo,Michael Crichton,9685959757
15867,Mugglenet.Com's What Will Happen in Harry Potter 7: Who Lives  Who Dies  Who Falls in Love and How Will the Adventure Finally End?,Ben Schoen/Andy Gordon/Gretchen Stull/Emerson Spartz/Jamie Lawrence,1569755833
15872,Harry Potter y el misterio del príncipe (Harry Potter  #6),J.K. Rowling/Gemma Rovira Ortega,8478889930
15876,Harry Potter y la Orden del Fénix (Harry Potter  #5),J.K. Rowling,8478888845
15877,Ultimate Unofficial Guide to the Mysteries of Harry Potter: Analysis of Books 1-4,Galadriel Waters/Astre Mithrandir,0972393617
15880,Harrius Potter et Philosophi Lapis,J.K. Rowling/Peter Needham,1582348251
15881,Harry Potter and the Chamber of Secrets (Harry Potter  #2),J.K. Rowling/Mary GrandPré,0439064864
15882,Harrius Potter et Camera Secretorum,J.K. Rowling/Peter Needham,159990067X
15887,La historia de la familia Roccamatio de Helsinki,Yann Martel/Bianca Southwood,8423338665
15888,An Instance of the Fingerpost,Iain Pears,1573227951
15890,An Instance of the Fingerpost,Iain Pears,1573220825
15900,Tears of the Giraffe (No. 1 Ladies' Detective Agency  #2),Alexander McCall Smith,0613647904
15901,Friends  Lovers  Chocolate (Isabel Dalhousie  #2),Alexander McCall Smith,0375422994
15902,The Right Attitude to Rain (Isabel Dalhousie  #3),Alexander McCall Smith,0375423001
15904,The Sunday Philosophy Club (Isabel Dalhousie  #1),Alexander McCall Smith,1400077095
15905,The Finer Points of Sausage Dogs (Portuguese Irregular Verbs  #2),Alexander McCall Smith,1400095085
15910,Geisha: The Life  the Voices  the Art,Jodi Cobb/Ian Buruma,037570180X
15923,True Believers (Gregor Demarkian  #17),Jane Haddam,0312982860
15924,At First Sight (Jeremy Marsh & Lexie Darnell  #2),Nicholas Sparks,0446698466
15925,The Guardian,Nicholas Sparks,0446696110
15930,Wokini: A Lakota Journey to Happiness and Self-Understanding,Billy Mills/Nicholas Sparks,1561706604
15931,The Notebook (The Notebook  #1),Nicholas Sparks,0553816713
15937,À tout jamais,Nicholas Sparks,2266111108
15948,Weg der Träume,Nicholas Sparks/Maja Ueberle-Pfaff,3453861906
15952,Noches de tormenta,Nicholas Sparks/Isabel Margelí,8496544141
15956,True Believer,Nicholas Sparks,0446532436
15957,The Patron Saint of Liars,Ann Patchett,1841150509
15962,Because It Is Bitter  and Because It Is My Heart,Joyce Carol Oates,0452265819
15966,The Female of the Species: Tales of Mystery and Suspense,Joyce Carol Oates,0156030276
15967,The Falls,Joyce Carol Oates,0060722290
15971,The Assignation: Stories,Joyce Carol Oates,0880014407
15972,The Gravedigger's Daughter,Joyce Carol Oates,0061236829
15973,Middle Age: A Romance,Joyce Carol Oates,0060934905
15974,Black Water,Joyce Carol Oates,0452269865
15975,Blonde,Joyce Carol Oates/Claude Seban,2253152854
15977,The Museum of Dr. Moses: Tales of Mystery and Suspense,Joyce Carol Oates,0151015317
15981,A Garden of Earthly Delights (Wonderland Quartet  #1),Joyce Carol Oates/Elaine Showalter,0812968344
15997,Paradise Lost,John Milton/John      Leonard,0140424393
16004,Paradise Lost,John Milton/Philip Pullman,019280619X
16005,Paradise Lost,John Milton/Gordon Teskey,0393924289
16006,Paradise (Second Opportunities  #1),Judith McNaught,0743474163
16007,Last Train to Paradise: Henry Flagler and the Spectacular Rise and Fall of the Railroad that Crossed an Ocean,Les Standiford,1400049474
16014,Milton's Paradise Lost,John Milton/Gustave Doré,1841932515
16021,The Trouble with the Pears: An Intimate Portrait of Erzsebet Bathory,Gia Bathory Al Babel,1425910394
16033,Mary Queen of Scotland and The Isles,Margaret George,0312155859
16035,When the Elephants Dance,Tess Uriza Holthe,0142002887
16047,A Thread of Grace,Mary Doria Russell,0449004139
16051,The Piano Shop on the Left Bank: Discovering a Forgotten Passion in a Paris Atelier,Thad Carhart,0375758623
16059,The Dive From Clausen's Pier,Ann Packer,0375727132
16063,The Dive from Clausen's Pier,Ann Packer,0749933631
16074,A Dubious Codicil,Michael Wharton,0701130644
16076,The Awakening and Selected Stories,Kate Chopin/Cynthia Brantley Johnson/Alyssa  Harad,0743487672
16077,Complete Novels and Stories,Kate Chopin/Sandra M. Gilbert,1931082219
16085,Beowulf & Grendel: The Truth Behind England's Oldest Legend,John Grigsby,1842931539
16091,Grendel: Devil by the Deed,Matt Wagner/Rich Rankin/Chris Pitzer/Diana Schutz,159307736X
16093,Fuselfieber,David Sedaris/Harry Rowohlt,3453198255
16102,Mi vida en rose,David Sedaris,8497934903
16111,A Dance to the Music of Time: 4th Movement (A Dance to the Music of Time  #10-12),Anthony Powell,0226677184
16112,Anthony Powell: A Life,Michael   Barber,1585677108
16113,A Dance to the Music of Time: 1st Movement (A Dance to the Music of Time  #1-3),Anthony Powell,0226677141
16114,A Dance to the Music of Time: 3rd Movement (A Dance to the Music of Time  #7-9),Anthony Powell,0226677176
16115,A Dance to the Music of Time: 2nd Movement (A Dance to the Music of Time  #4-6),Anthony Powell,0226677168
16121,Titan: The Life of John D. Rockefeller  Sr.,Ron Chernow,1400077303
16130,Alexander Hamilton,Ron Chernow,0143034758
16131,The House of Morgan: An American Banking Dynasty and the Rise of Modern Finance,Ron Chernow,0802138292
16141,Ego and Hubris: The Michael Malice Story,Harvey Pekar/Gary Dumm,0345479394
16148,Empire of the Senseless,Kathy Acker,0802131794
16151,Great Expectations,Kathy Acker,0802131557
16172,Desert Queen: The Extraordinary Life of Gertrude Bell: Adventurer  Adviser to Kings  Ally of Lawrence of Arabia,Janet Wallach,1400096197
16175,Queen of the Scene,Queen Latifah/Frank Morrison,0060778563
16176,The Red Queen: Sex and the Evolution of Human Nature,Matt Ridley,0060556579
16177,The Sweet Potato Queens' Big-Ass Cookbook (and Financial Planner),Jill Conner Browne,060980877X
16178,Dairy Queen (Dairy Queen  #1),Catherine Gilbert Murdock,0618683070
16179,Sex with the Queen: 900 Years of Vile Kings  Virile Lovers  and Passionate Politics,Eleanor Herman,0060846739
16180,The Boleyn Inheritance (The Plantagenet and Tudor Novels  #10),Philippa Gregory,0743272501
16181,The Constant Princess (The Plantagenet and Tudor Novels  #6),Philippa Gregory,0743272498
16182,The Favored Child (The Wideacre Trilogy  #2),Philippa Gregory,0743249305
16183,The Virgin's Lover (The Plantagenet and Tudor Novels  #13),Philippa Gregory,0743269268
16184,Virgin Earth  (Tradescant  #2),Philippa Gregory,0743272536
16185,The Wise Woman,Philippa Gregory,0006514642
16186,Meridon (The Wideacre Trilogy  #3),Philippa Gregory,0743249313
16187,The Little House,Philippa Gregory,0006496431
16188,Wideacre  (The Wideacre Trilogy  #1),Philippa Gregory,0743249291
16191,Un café lejos de aquí,Z.Z. Packer/María Pérez López de Heredia,8496454339
16192,You Can't Be Neutral on a Moving Train: A Personal History of Our Times,Howard Zinn,0807071277
16193,Declarations of Independence: Cross-Examining American Ideology,Howard Zinn,0060921080
16199,Citas Celestiales,Alexander McCall Smith/Marta Torent López de Lamadrid,8489367159
16200,Ella Minnow Pea: A Novel in Letters,Mark Dunn,0385722435
16205,Daisy Miller and Other Stories,Henry James/Jean Gooder,0192835432
16208,The Turn of the Screw/Daisy Miller,Henry James,0440391547
16213,The Hot Zone: The Terrifying True Story of the Origins of the Ebola Virus,Richard Preston,0385495226
16214,The Hot Zone: The Chilling True Story of an Ebola Outbreak,Richard   Preston,0552143030
16228,Gardening with a Wild Heart: Restoring California's Native Landscapes at Home,Judith Larner Lowry,0520251741
16229,Teacher's Pet (Wild at Heart  #7),Laurie Halse Anderson,1584850558
16230,Homeless (Wild at Heart  #2),Laurie Halse Anderson/Mark Salisbury,1584850450
16234,Hear the Wind Blow,Mary Downing Hahn,0618181903
16243,Case Histories (Jackson Brodie #1),Kate Atkinson,0316010707
16245,Three Case Histories,Sigmund Freud/Philip Rieff,0684829452
16267,Michael Tolliver Lives (Tales of the City  #7),Armistead Maupin,0060761350
16268,Back to Barbary Lane: The Tales of the City Omnibus (Tales of the City  #4-6),Armistead Maupin,0060166495
16271,The Intuitionist,Colson Whitehead,0385493002
16276,John Henry Days,Colson Whitehead,0385498209
16280,Why Are All The Black Kids Sitting Together in the Cafeteria?: A Psychologist Explains the Development of Racial Identity,Beverly Daniel Tatum,0465083617
16285,The Custard Kid (Black Cats),Terry Deary,0713659890
16286,The Magus,John Fowles,0316296198
16291,The Magus of Freemasonry: The Mysterious Life of Elias Ashmole—Scientist  Alchemist  and Founder of the Royal Society,Tobias Churton,1594771227
16292,The Myth of the Magus (Canto Original),Elizabeth M. Butler,0521437776
16297,Cards on the Table (Hercule Poirot  #15),Agatha Christie,0425205959
16298,A Murder Is Announced (Miss Marple  #5),Agatha Christie,1579126294
16299,And Then There Were None,Agatha Christie,0312330871
16300,Sleeping Murder (Miss Marple  #13),Agatha Christie,0002317850
16301,Agatha Christie: An Autobiography,Agatha Christie/Robert Welch Herrick,0006353282
16304,Murder on the Orient Express (Hercule Poirot  #10),Agatha Christie,0425200450
16305,Evil Under the Sun (Hercule Poirot  #24),Agatha Christie,1579126286
16307,Hallowe'en Party (Hercule Poirot  #39),Agatha Christie,0007120680
16312,One  Two  Buckle My Shoe (Hercule Poirot  #23),Agatha Christie/Hugh Fraser,1572703857
16313,A Caribbean Mystery,Agatha Christie/Rosalind Ayres,1572705493
16315,Crooked House,Agatha Christie,031298166X
16319,The Body in the Library (Miss Marple  #3),Agatha Christie,157912626X
16320,Witness for the Prosecution and Selected Plays,Agatha Christie,000649045X
16322,The A.B.C. Murders (Hercule Poirot  #13),Agatha Christie,1579126243
16325,Partners in Crime (Tommy and Tuppence #2),Agatha Christie,0007111509
16328,The Murder of Roger Ackroyd (Hercule Poirot  #4),Agatha Christie,1579126278
16329,Dead Man's Folly (Hercule Poirot  #33),Agatha Christie/David Suchet,1572705477
16330,Poirot's Early Cases: 18 Hercule Poirot Mysteries (Hercule Poirot  #41),Agatha Christie/Hugh Fraser/David Suchet,1572704721
16331,Murder at the Vicarage (Miss Marple  #1),Agatha Christie,1579126251
16334,The Listerdale Mystery And Eleven Other Stories,Agatha Christie/Hugh Fraser,1572704977
16335,The Mystery of the Blue Train (Hercule Poirot  #6),Agatha Christie,1579126952
16336,The Unexpected Guest: A Play In Two Acts,Agatha Christie,0573014671
16340,After the Funeral,Agatha Christie,0002310198
16342,Cat Among the Pigeons (Hercule Poirot  #34),Agatha Christie,0425205967
16343,The Mysterious Affair at Styles (Hercule Poirot  #1),Agatha Christie,0646418432
16347,Absent in the Spring and Other Novels (Mary Westmacott Omnibus  #1--Absent in the Spring  Giant's Bread  The Rose and the Yew Tree),Mary Westmacott/Agatha Christie,0312273223
16349,Hercule Poirot's Christmas (Hercule Poirot  #20),Agatha Christie,0007120699
16352,Black Coffee (Hercule Poirot  #45.5),Charles Osborne/Agatha Christie,0312970072
16357,Hercule Poirot's Christmas: A BBC Radio 4 Full-Cast Dramatisation,Agatha Christie/Michael Bakewell/Peter Sallis/Cyril Luckham/Edward De Souza/Rachel Gurney/Nicky Henson/Deryck Guyler,0563535113
16364,Murder on the Orient Express (Hercule Poirot  #10),Agatha Christie,1579126235
16369,Death on the Nile (Hercule Poirot  #17),Agatha Christie,1579126898
16371,Mrs. McGinty's Dead (Hercule Poirot  #30),Agatha Christie,0007121008
16374,The Most of P.G. Wodehouse,P.G. Wodehouse,0743203585
16376,Full Moon (Blandings Castle  #7),P.G. Wodehouse,1585678368
16377,How Right You Are  Jeeves (Jeeves  #12),P.G. Wodehouse,0743203593
16379,Life With Jeeves (Jeeves  #6  2  & 4),P.G. Wodehouse,0140059024
16384,Spring Fever,P.G. Wodehouse,158567575X
16387,Carry On  Jeeves (Jeeves  #3),P.G. Wodehouse,1585673927
16388,Lord Emsworth and Others (Blandings Castle  #5.5),P.G. Wodehouse,1585672777
16390,The Mating Season (Jeeves  #9),P.G. Wodehouse,1585672319
16392,Thank You  Jeeves (Jeeves  #5),P.G. Wodehouse,1585674346
16393,Big Money,P.G. Wodehouse,014000937X
16394,Much Obliged  Jeeves,P.G. Wodehouse,1585675261
16396,The Inimitable Jeeves (Jeeves  #2),P.G. Wodehouse,0140284125
16398,Thank You  Jeeves,P.G. Wodehouse/Jonathan Cecil,1572704616
16400,Money in the Bank,P.G. Wodehouse,1585676578
16401,The Luck of the Bodkins,P.G. Wodehouse,1585673366
16414,Joy in the Morning,P.G. Wodehouse/Chris Miller,0563557354
16425,The Labours of Hercules (Hercule Poirot  #27),Agatha Christie/Hugh Fraser,1572704578
16427,Dead Man's Folly (Hercule Poirot  #33),Agatha Christie,0007121075
16428,Hercule Poirot's Casebook (Hercule Poirot  #42),Agatha Christie,0399150218
16429,The Husband,Dean Koontz,0553804790
16430,City of Night (Dean Koontz's Frankenstein  #2),Dean Koontz/Ed Gorman,0553587897
16431,Sole Survivor,Dean Koontz,0553589490
16433,Forever Odd (Odd Thomas  #2),Dean Koontz,0553588265
16435,Life Expectancy,Dean Koontz,0553588249
16441,The Raphael Affair (Jonathan Argyll  #1),Iain Pears,0425178927
16442,The Dream of Scipio,Iain Pears,1573229865
16448,Welcome to the Great Mysterious,Lorna Landvik,0345442741
16449,Oh My Stars,Lorna Landvik,0345468368
16450,Your Oasis on Flame Lake,Lorna Landvik,0449002985
16451,Patty Jane's House of Curl,Lorna Landvik/Mechtild Sandberg-Ciletti/Mechtild Ciletti,0804114609
16452,The Tall Pine Polka / Your Oasis on Flame Lake,Lorna Landvik,0345487664
16459,Anne's House Of Dreams,L.M. Montgomery,1406942359
16464,Poirot: The Complete Ariadne Oliver  Vol. 2,Agatha Christie,0007190689
16468,The Phantom Tollbooth,Norton Juster/Jules Feiffer,0375806709
16477,The Sixth Book of Lost Swords: Mindsword's Story (Lost Swords  #6),Fred Saberhagen,0812511182
16478,The Fourth Book of Lost Swords: Farslayer's Story (Lost Swords  #4),Fred Saberhagen,0812552849
16479,Berserkers: The Beginning (Berserkers  #1 & #5),Fred Saberhagen,0671878840
16480,The Last Book of Swords: Shieldbreaker's Story (Lost Swords  #8),Fred Saberhagen,0812505778
16501,Ariadne's Web (Book of the Gods  #2),Fred Saberhagen,0812590465
16503,The Arms of Hercules (Book of the Gods  #3),Fred Saberhagen,0812566807
16514,Berserker: Blue Death (Berserker  #8),Fred Saberhagen,0812553292
16527,Daughter of Fortune,Isabel Allende/Margaret Sayers Peden,0061120251
16528,My Invented Country: A Nostalgic Journey Through Chile,Isabel Allende,006054564X
16530,Aphrodite: A Memoir of the Senses,Isabel Allende/Robert Shekter/Panchita Llona,0060930179
16532,Of Love and Shadows,Isabel Allende/Margaret Sayers Peden,0553383833
16535,Strange Relations,Philip José Farmer,1416509348
16542,The Black Tower (Philip José Farmer's The Dungeon  #1),Richard A. Lupoff/Bruce Coville/Philip José Farmer/Charles de Lint/Robin Wayne Bailey/Robert Gould,0553273469
16543,Dayworld (Dayworld #1),Philip José Farmer,0441140017
16544,The Dungeon 2 (Philip José Farmer's The Dungeon  Omnibus Volume 2: Valley of Thunder/Lake of Fire),Charles de Lint/Robin Wayne Bailey/Philip José Farmer,0743458532
16546,Pictures by J.R.R. Tolkien,J.R.R. Tolkien/Christopher Tolkien,0395606489
16547,The J.R.R. Tolkien Handbook: A Comprehensive Guide to His Life  Writings  and World of Middle-Earth,Colin Duriez/Brian Sibley,0801030145
16555,Mr. Majeika and the School Trip,Humphrey Carpenter,0141303352
16556,The Infinite Plan,Isabel Allende,0060924985
16562,Ines of My Soul,Isabel Allende/Margaret Sayers Peden,0061161578
16566,Selected Non-Fictions,Jorge Luis Borges/Suzanne Jill Levine/Esther Allen/Eliot Weinberger,0140290117
16568,The Book of Imaginary Beings,Jorge Luis Borges/Margarita Guerrero/Peter Sís/Andrew Hurley,0143039938
16569,Ficciones,Jorge Luis Borges/Gordon Botherston/Peter Hulme,1853995908
16570,This Craft of Verse,Jorge Luis Borges/Călin-Andrei Mihăilescu,0674008200
16572,Doyle Brunson's Super System,Doyle Brunson/Mike Caro/David  Reese/Joey Hawthorne/David Sklansky/Bobby Baldwin,1580420818
16575,Color Drawing: Design Drawing Skills and Techniques for Architects  Landscape Architects  and Interior Designers,Michael E. Doyle,0471292451
16580,The Grail: A Year Ambling & Shambling Through an Oregon Vineyard in Pursuit of the Best Pinot Noir Wine in the Whole Wild World,Brian  Doyle/Mary Miller Doyle,0870710931
16593,The Coming of the Fairies,Arthur Conan Doyle/John M. Lynch,0803266553
16595,Vampire Hunter D Volume 06: Pilgrimage of the Sacred and the Profane,Hideyuki Kikuchi/Yoshitaka Amano,1595821066
16596,Vampire Hunter D Volume 05: The Stuff of Dreams,Hideyuki Kikuchi/Yoshitaka Amano,1595820949
16597,Demon Deathchase (Vampire Hunter D  #3),Hideyuki Kikuchi/Yoshitaka Amano,1595820310
16598,Vampire Hunter D Volume 04: Tale of the Dead Town,Hideyuki Kikuchi/Yoshitaka Amano,1595820930
16601,Vampire Hunter D Volume 07: Mysterious Journey to the North Sea - Part One,Hideyuki Kikuchi/Yoshitaka Amano,1595821074
16602,Coffin: The Art of Vampire Hunter D,Yoshitaka Amano,1595820612
16604,Paradise Lost and Paradise Regained,John Milton/Christopher Ricks/Susanne Woods,0451527925
16605,Paradise Lost,John Milton/Merritt Y. Hughes/David Scott Kastan,0872207331
16609,Leviathan,Thomas Hobbes/Edwin M. Curley,0872201775
16616,The Book of Leviathan,Peter Blegvad,1585670987
16619,Democracy in America,Alexis de Tocqueville/Isaac Kramnick/Gerald Bevan,0140447601
16621,Democracy in America,Alexis de Tocqueville/Harvey Mansfield/Delba Winthrop,0226805360
16627,Magic Carpet Ride: The Autobiography of John Kay and Steppenwolf,John     Kay/John Einarson,1550821083
16630,Steppenwolf Theatre Company : Twenty-Five Years of an Actor's Theater,Victor Skrebneski,1570715831
16634,The Glass Bead Game,Hermann Hesse/Richard Winston/Clara Winston/Theodore Ziolkowski,0312278497
16640,The Sorrows of Young Werther,Johann Wolfgang von Goethe/Burton Pike/Edla Valdna,0812969901
16641,The Sorrows of Young Werther and Selected Writings,Johann Wolfgang von Goethe/Catherine Hutter/Marcelle Clements,0451529626
16642,The Sorrows of Young Werther,Johann Wolfgang von Goethe/Nathan Haskell Dole/Thomas Carlyle/R. Dillon Boylan,159569045X
16647,The Dream Master,Roger Zelazny,0575073438
16649,The Queen's Necklace,Teresa Edgerton,0380789116
16653,Goblin Moon (The Goblin Moon Duology #1),Teresa Edgerton,0441294278
16654,The Work of the Sun (The Green Lion Trilogy #3),Teresa Edgerton,0441909116
16656,The Castle of  the Silver Wheel,Teresa Edgerton,0441092756
16669,China and Japan (Myths and Legends),Donald A. Mackenzie,0517604469
16670,A Madman Dreams of Turing Machines,Janna Levin,1400040302
16675,Turing and the Universal Machine: The Making of the Modern Computer,Jon Agar/Jon Turney,1840462507
16677,Ad Infinitum... The Ghost in Turing's Machine: Taking God Out of Mathematics and Putting the Body Back In. An Essay in Corporeal Semiotics,Brian Rotman,0804721289
16681,Heart of Darkness,Joseph Conrad,1599869500
16682,Rocket Ship Galileo (Heinlein's Juveniles  #1),Robert A. Heinlein,044101237X
16683,Tunnel in the Sky (Heinlein's Juveniles  #9),Robert A. Heinlein,1416505512
16685,The Cat Who Walks Through Walls (The World As Myth),Robert A. Heinlein,0441094996
16686,The Fantasies of Robert A. Heinlein,Robert A. Heinlein,0312875576
16689,Citizen of the Galaxy,Robert A. Heinlein,1416505520
16690,The Moon is a Harsh Mistress,Robert A. Heinlein,0340837942
16692,Roverandom,J.R.R. Tolkien/Wayne G. Hammond/Christina Scull,0395957990
16697,The Mysteries of Pittsburgh,Michael Chabon,0060790598
16702,Summerland,Michael Chabon,0786816155
16703,The Yiddish Policemen's Union,Michael Chabon,0007149824
16710,The Toy Maker: The Life and Times of Inventor Frank Hornby,Anthony Mcreavy,0091895812
16713,The Disappointment Artist,Jonathan Lethem,1400076811
16716,The Wall of the Sky  the Wall of the Eye,Jonathan Lethem,0156032481
16717,You Don't Love Me Yet,Jonathan Lethem,038551218X
16718,Gun  With Occasional Music,Jonathan Lethem,0156028972
16720,As She Climbed Across the Table,Jonathan Lethem,0375700129
16721,Living With the Passive-Aggressive Man,Scott Wetzler,0671870742
16726,Cypress Gardens (Images of America: Florida),Mary M. Flekke/Sarah E. MacDonald/Randall M. MacDonald,073854339X
16728,The Organized Student: Teaching Children the Skills for Success in School and Beyond,Donna Goldberg/Jennifer Zwiebel,0743270207
16729,Beach Music,Pat Conroy,0553381539
16734,Der Gesang Des Meeres. Beach Music,Pat Conroy,340412801X
16735,The Prince of Tides,Pat Conroy,0553381547
16739,Blessings,Belva Plain,0440243254
16761,Seven Complete Perry Mason Novels - The Case Of: The Foot-Loose Doll / The Glamorous Ghost / The Long-Legged Models / The Lucky Loser  The Screaming Woman / The Terrified Typist / The Waylaid Wolf,Erle Stanley Gardner,0517293633
16763,The Case of the Glamorous Ghost (Perry Mason),Erle Stanley Gardner,0345437861
16767,The Case of the Half-Wakened Wife,Erle Stanley Gardner,034537147X
16776,I Dreamed I Married Perry Mason (A Cece Caruso Mystery  #1),Susan Kandel,0060581069
16779,The Case of the Terrified Typist (Perry Mason #49),Erle Stanley Gardner,034591483X
16782,The Case of the Curious Bride (Perry Mason Mystery),Erle Stanley Gardner,0345437837
16788,Fragile Things: Short Fictions and Wonders,Neil Gaiman,0060515228
16789,The Good Fairies of New York,Martin Millar/Neil Gaiman,1933368365
16790,Smoke and Mirrors: Short Fiction and Illusions,Neil Gaiman,0380789027
16791,Death: The High Cost of Living,Neil Gaiman/Chris Bachalo/Mark Buckingham/Tori Amos,1852864982
16793,Stardust,Neil Gaiman,0061142026
16794,The Facts in the Case of the Departure of Miss Finch,Neil Gaiman/Michael Zulli,1593076673
16798,The Diagnosis,Alan Lightman,0375725504
16799,The Best American Science Writing 2002,Matt Ridley/Jesse Cohen/Alan Lightman/Joseph D'Agnese,0060936509
16802,The Complete Poetry,John Milton/John T. Shawcross,0385023510
16803,The Complete Poems and Major Prose,John Milton/Merritt Y. Hughes,0872206785
16806,The Man and the Author: John Milton: Twentieth Century Perspectives,J. Martin Evans,0415940478
16807,The Major Works,John Milton/Jonathan Goldberg/Stephen Orgel,019280409X
16809,Christopher and His Kind,Christopher Isherwood,0816638632
16813,The Condor And The Cows: A South American Travel Diary,Christopher Isherwood/William Caskey/Jeffrey Meyers,0816639825
16842,A Single Man,Christopher Isherwood,0816638624
16844,Christopher et son monde  1929-1939,Christopher Isherwood,2010080874
16857,The Love of the Last Tycoon,F. Scott Fitzgerald,0020199856
16874,About This Life,Barry  Lopez,186046565X
16878,Arctic Dreams,Barry  Lopez,0375727485
16879,Field Notes: The Grace Note of the Canyon Wren,Barry  Lopez,1400075122
16881,The Rediscovery of North America,Barry  Lopez,0679740996
16886,Deadly Feasts: Tracking the Secrets of a Terrifying New Plague,Richard Rhodes,0684844257
16887,How to Write: Advice and Reflections,Richard Rhodes,0688149480
16888,John James Audubon,Richard Rhodes,037571393X
16891,Masters of Death: The SS-Einsatzgruppen and the Invention of the Holocaust,Richard Rhodes,0375708227
16892,A Hole in the World: An American Boyhood,Richard Rhodes,0700610383
16893,The Crack-Up,F. Scott Fitzgerald/Edmund Wilson,0811212475
16894,Walden & Resistance to Civil Government (Critical Edition),Owen  Thomas/William John Rossi/Henry David Thoreau/William Rossi,0393959058
16895,Collected Essays and Poems,Henry David Thoreau/Elizabeth Hall Witherell,1883011957
16897,The Portable Thoreau,Henry David Thoreau/Carl Bode,0140150315
16898,True Harvest: Readings From Henry David Thoreau For Every Day Of The Year,Henry David Thoreau/Barry M. Andrews,1558964908
16900,Civil Disobedience and Other Essays,Henry David Thoreau,1420925229
16902,Walden,Henry David Thoreau,0691096120
16908,Interrupted Music: The Making of Tolkien's Mythology,Verlyn Flieger,0873388240
16918,Touchy and Feely (Sissy Sawyer  #1),Graham Masterton,072789160X
16919,Prey,Graham Masterton,0843946334
16920,Hidden World,Graham Masterton,0727859625
16921,The House That Jack Built,Graham Masterton,0843947462
16928,The Riverside Milton,John Milton/Roy C. Flannagan,0395809991
16940,How to Read a Poem,Terry Eagleton,1405151412
16944,The Gatekeeper: A Memoir,Terry Eagleton,0312316135
16946,The Ideology of the Aesthetic,Terry Eagleton,0631163026
16947,Marxism and Literary Criticism,Terry Eagleton,0415285844
16948,Children of God (The Sparrow  #2),Mary Doria Russell,044900483X
16951,When the Lion Feeds (Courtney  #1),Wilbur Smith,0312940661
16954,Birds of Prey (Courtney #9),Wilbur Smith,0312317115
16961,Alberic the Wise,Norton Juster/Leonard Baskin,0887082432
16963,The Hello  Goodbye Window,Norton Juster/Chris Raschka,0786809140
16965,The Dot and the Line: A Romance in Lower Mathematics,Norton Juster,0394733525
16966,Le Royaume fantôme,Norton Juster,2013218478
16967,1632,Eric Flint,1416532811
16968,Lützen 1632 : climax of the Thirty Years war,Richard Brzezinski/Graham Turner,1855325527
16982,Marvels,Kurt Busiek/Alex Ross,0785100490
16986,Marvels,Kurt Busiek/Alex Ross,0785113886
16987,Superman: Back in Action,Kurt Busiek/Fabian Nicieiza/Len Wein/Gerry Conway/Pete Woods/José Luis García-López,1401212638
16989,Spider-Man: Saga of the Sandman,Stan Lee/Roy Thomas/Tom DeFalco/Kurt Busiek/Steve Ditko/Jack Kirby/Herb Trimpe/Ross Andru,0785124977
16991,Superman: Up  Up  and Away!,Kurt Busiek/Geoff Johns/Pete Woods/Renato Guedes,1401209548
16992,Kingdom Come,Mark Waid/Alex Ross/Elliot S. Maggin,1563893304
16993,Fantastic Four  Volume 2,Mark Waid/Mike Wieringo/Howard Porter,078511775X
16994,The Flash: Dead Heat,Mark Waid/Oscar Jimenez/Humberto Ramos/José Marzán Jr./Wayne Faucher,1563896230
16995,Fantastic Four  Volume 3,Mark Waid/Mike Wieringo,0785120114
16996,Underworld Unleashed,Mark Waid/Scott Peterson/Howard Porter/Dennis Janke/Phil Jimenez/J.H. Williams III/John Stokes/Mick Gray/Dan           Green,1563894475
16999,Fantastic Four  Vol 5: Disassembled,Mark Waid/Paco Medina,0785115366
17005,Devilish,Maureen Johnson,1595140603
17007,The Devilish Pleasures of a Duke (Boscastle  #6),Jillian Hunter,0345487621
17011,A Devilish Dilemma,Judith A. Lansdowne,0821758268
17015,Paranoid Park,Blake Nelson,0670061182
17018,Notes on a Scandal,Zoë Heller,0141012250
17020,13 Little Blue Envelopes (Little Blue Envelope  #1),Maureen Johnson,0060541431
17022,My Ishmael (Ishmael  #3),Daniel Quinn,0553379658
17026,Ishmael (Star Trek: The Original Series  #23),Barbara Hambly,0671743554
17027,Mumbo Jumbo,Ishmael Reed/Gérard H. Durand,2879291488
17030,Flatland,Edwin A. Abbott/Rosemary Jann,0192805983
17031,Flatland,Edwin A. Abbott/Ian Stewart,190398517X
17032,Flatland: A Romance of Many Dimensions,Edwin A. Abbott,1406503436
17035,Flatland: A Romance of Many Dimensions,Edwin A. Abbott,1419120026
17039,Flatterland,Ian Stewart,0330393774
17040,American Government: Continuity and Change,Karen  O'Connor/Larry J. Sabato,0321209184
